user_id,user_archetype,user_home_latitude,user_home_longitude,user_preferred_categories,transaction_id,timestamp,amount,merchant_id,merchant_name,merchant_category,merchant_latitude,merchant_longitude,transaction_type,transaction_latitude,transaction_longitude,distance_from_home,device_id,device_type,is_trusted_device,cvv_provided,three_d_secure,auth_attempts,is_fraud
326f571b-e837-44f5-931e-accfe47dc09e,Rural Resident,41.724920111626254,-107.41615394824446,"Gas,Grocery,Hardware,Agriculture,Automotive",TX8,2024-10-28 19:05:00,140.0,M8,Community Grocery,Grocery,41.72,-107.45,in-person,41.72,-107.45,4.0,D8,mobile,True,True,authenticated,1,False
326f571b-e837-44f5-931e-accfe47dc09e,Rural Resident,41.724920111626254,-107.41615394824446,"Gas,Grocery,Hardware,Agriculture,Automotive",TX9,2024-10-30 12:00:00,88.4,M9,Hardware Depot,Hardware,41.79,-107.46,in-person,41.79,-107.46,9.0,D9,mobile,True,True,authenticated,1,False
326f571b-e837-44f5-931e-accfe47dc09e,Rural Resident,41.724920111626254,-107.41615394824446,"Gas,Grocery,Hardware,Agriculture,Automotive",TX10,2024-11-01 11:30:00,175.0,M10,Rural Online Store,Grocery,41.8,-107.47,online,41.8,-107.47,20.0,D10,desktop,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX010,2024-10-27 11:00:00,40.0,M010,Chain Coffee Shop,Coffee Shops,44.454,-71.705,in-person,44.454,-71.705,1.5,D010,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX005,2024-10-28 22:10:00,60.0,M005,Arcade Fun Center,Entertainment,44.46,-71.72,in-person,44.46,-71.72,6.0,D005,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX002,2024-10-29 14:15:00,75.25,M002,University Bookstore,Books,44.457,-71.713,in-person,44.457,-71.713,3.5,D002,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX003,2024-10-30 12:00:00,120.5,M003,Fine Dine Restaurant,Restaurant,44.458,-71.702,in-person,44.458,-71.702,4.0,D003,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX006,2024-10-31 15:00:00,25.75,M006,Community Bakery,Coffee Shops,44.451,-71.703,in-person,44.451,-71.703,0.9,D006,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX009,2024-11-01 17:40:00,15.0,M009,Food Truck,Restaurant,44.47,-71.715,in-person,44.47,-71.715,9.0,D009,mobile,True,True,authenticated,1,True
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX004,2024-11-01 19:30:00,45.0,M004,Supermarket,Grocery,44.452,-71.709,in-person,44.452,-71.709,1.8,D004,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX007,2024-11-02 20:20:00,150.0,M007,Movie Theater,Entertainment,44.475,-71.75,in-person,44.475,-71.75,15.0,D007,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX001,2024-11-03 18:45:00,30.0,M001,Local Cafe,Coffee Shops,44.455,-71.706,in-person,44.455,-71.706,1.2,D001,mobile,True,True,authenticated,1,False
32ccc3a9-4cd6-4e1a-bdf7-65a219dbb86c,College Student,44.4534,-71.7042,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX008,2024-11-04 21:00:00,99.99,M008,Online Course Subscription,Education,0.0,0.0,online,0.0,0.0,0.0,D008,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1010,2024-09-30 14:45:00,80.0,M1010,Sports Store,Retail,36.1,-116.4,in-person,36.1,-116.4,20.0,D1010,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1008,2024-10-10 13:30:00,199.99,M1008,Home Decor,Home Improvement,35.75,-116.34,in-person,35.75,-116.34,9.5,D1008,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1009,2024-10-15 11:00:00,55.4,M1009,Garden Center,Home Improvement,35.7705,-116.39,in-person,35.7705,-116.39,2.5,D1009,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1007,2024-10-28 10:00:00,120.0,M1007,Department Store,Retail,36.771,-116.408,in-person,36.771,-116.408,15.0,D1007,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1006,2024-10-29 16:20:00,32.45,M1006,Food Truck,Restaurant,35.7625,-116.395,in-person,35.7625,-116.395,1.8,D1006,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1003,2024-10-30 17:00:00,150.0,M1003,Supermarket,Grocery,35.765,-116.4,in-person,35.765,-116.4,4.0,D1003,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1002,2024-11-01 12:15:00,62.1,M1002,Organic Store,Grocery,35.762,-116.391,in-person,35.762,-116.391,0.8,D1002,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1001,2024-11-02 14:30:00,45.75,M1001,Dental Office,Healthcare,35.7745,-116.3851,in-person,35.7745,-116.3851,3.5,D1001,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1004,2024-11-03 11:15:00,75.2,M1004,Fine Dining,Restaurant,35.77,-116.3955,in-person,35.77,-116.3955,2.0,D1004,mobile,True,True,authenticated,1,False
32d9e413-d73e-4652-b16a-b3c578696c42,Retiree,35.7612,-116.3922,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX1005,2024-11-04 08:45:00,85.9,M1005,Pharmacy,Pharmacy,35.7665,-116.393,in-person,35.7665,-116.393,1.5,D1005,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX009,2024-10-27 11:45:00,400.0,M009,Luxury Hair Salon,Spa and Beauty,34.715,-104.86,in-person,34.715,-104.86,1.2,D009,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX001,2024-10-29 14:15:00,850.0,M001,Elegant Designer Boutique,Designer Retail,34.725,-104.84,in-person,34.725,-104.84,1.5,D001,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX003,2024-10-30 12:00:00,500.5,M003,Fine Dining Restaurant,Fine Dining,34.7215,-104.85,in-person,34.7215,-104.85,1.0,D003,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX002,2024-10-30 19:45:00,1200.0,M002,Luxury Spa Retreat,Spa and Beauty,34.72,-104.845,in-person,34.72,-104.845,0.8,D002,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX004,2024-11-01 17:30:00,1650.0,M004,High-End Jewelry Store,Jewelry,34.73,-104.845,in-person,34.73,-104.845,2.5,D004,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX007,2024-11-01 19:15:00,1400.0,M007,Exclusive Travel Agency,Travel,34.76,-104.85,in-person,34.76,-104.85,12.0,D007,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX008,2024-11-02 20:30:00,2200.0,M008,Luxury Yacht Rental,Travel,34.6,-104.75,online,34.6,-104.75,30.0,D008,desktop,False,True,not_authenticated,3,True
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX005,2024-11-03 13:00:00,750.75,M005,Luxury Hotel,Travel,34.74,-104.855,in-person,34.74,-104.855,3.0,D005,mobile,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX010,2024-11-04 10:00:00,600.0,M010,High-End Department Store,Designer Retail,34.85,-104.9,online,34.85,-104.9,15.0,D010,desktop,True,True,authenticated,1,False
335061fb-cb24-43c9-84bc-55361401c8fc,Luxury Shopper,34.7239,-104.8466,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX006,2024-11-04 11:00:00,2000.0,M006,Designer Retailer,Designer Retail,34.8,-104.9,in-person,34.8,-104.9,10.0,D006,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX001,2024-10-20 09:15:00,150.75,M001,Office Max,Office Supplies,35.615,-86.067,in-person,35.615,-86.067,2.5,D001,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX002,2024-10-22 14:45:00,300.0,M002,Consulting Firm,Professional Services,35.63,-86.05,in-person,35.63,-86.05,3.0,D002,desktop,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX003,2024-10-25 12:30:00,50.0,M003,Fast Food Place,Restaurant,35.62,-86.045,in-person,35.62,-86.045,1.8,D003,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX004,2024-10-28 17:00:00,450.25,M004,Home Depot,Hardware,35.635,-86.055,in-person,35.635,-86.055,4.0,D004,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX010,2024-10-30 19:00:00,600.0,M010,Online Office Supplies Store,Office Supplies,35.0,-85.0,online,35.0,-85.0,150.0,D010,desktop,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX005,2024-11-01 11:30:00,200.5,M005,Staples,Office Supplies,35.6105,-86.065,in-person,35.6105,-86.065,1.0,D005,desktop,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX009,2024-11-02 18:30:00,320.0,M009,National Chain Supermarket,Grocery,35.57,-86.045,online,35.57,-86.045,15.0,D009,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX006,2024-11-03 15:00:00,625.0,M006,Costco Wholesale,Wholesale,35.64,-86.09,in-person,35.64,-86.09,8.0,D006,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX007,2024-11-04 13:30:00,750.0,M007,Local Hardware Store,Hardware,35.6,-86.06,in-person,35.6,-86.06,0.5,D007,mobile,True,True,authenticated,1,False
371e87ec-9785-4c4c-bb3f-ce06033ae4d4,Small Business Owner,35.6103,-86.0604,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX008,2024-11-05 16:00:00,1000.0,M008,Lowe's Home Improvement,Hardware,35.65,-86.1,in-person,35.65,-86.1,10.0,D008,desktop,True,True,authenticated,1,True
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX001,2024-10-20 12:15:00,45.75,M001,Local Market,Grocery,33.785,-103.44,in-person,33.785,-103.44,1.2,D001,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX002,2024-10-22 19:30:00,26.5,M002,Food Truck,Restaurant,33.779,-103.432,in-person,33.779,-103.432,0.5,D002,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX003,2024-10-25 20:00:00,89.99,M003,Chain Coffee Shop,Coffee Shops,33.78,-103.4315,in-person,33.78,-103.4315,0.8,D003,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX004,2024-10-27 14:45:00,76.2,M004,Arcade,Entertainment,33.79,-103.44,in-person,33.79,-103.44,4.5,D004,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX005,2024-10-29 10:00:00,120.0,M005,Supermarket,Grocery,33.775,-103.43,in-person,33.775,-103.43,2.5,D005,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX006,2024-11-01 21:30:00,32.45,M006,Movie Theater,Entertainment,33.8,-103.45,in-person,33.8,-103.45,6.5,D006,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX007,2024-11-02 18:00:00,50.0,M007,National Chain,Restaurant,33.7755,-103.431,in-person,33.7755,-103.431,2.2,D007,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX009,2024-11-03 11:00:00,75.9,M009,Bakery Cafe,Coffee Shops,33.782,-103.433,in-person,33.782,-103.433,1.0,D009,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX008,2024-11-04 16:30:00,150.0,M008,Tutorial Service,Education,33.795,-103.42,in-person,33.795,-103.42,3.5,D008,mobile,True,True,authenticated,1,False
3725353f-532e-4178-9066-bd59810c763a,College Student,33.7776,-103.4337,"Restaurant,Entertainment,Education,Grocery,Books,Coffee Shops",TX010,2024-11-05 10:00:00,130.0,M010,Local Bookstore,Books,34.0,-104.0,online,34.0,-104.0,45.0,D010,mobile,True,True,authenticated,1,True
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX010,2024-10-21 19:30:00,450.0,M010,Travel Agency,Travel,48.0,-116.0,online,48.0,-116.0,60.0,D010,mobile,False,False,not_authenticated,3,True
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX009,2024-10-22 13:00:00,850.0,M009,Trendy Designer Store,Designer Retail,47.3,-115.95,in-person,47.3,-115.95,8.0,D009,mobile,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX008,2024-10-23 21:15:00,600.0,M008,Luxury Spa,Spa and Beauty,47.26,-115.97,in-person,47.26,-115.97,5.5,D008,desktop,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX007,2024-10-24 18:00:00,999.99,M007,High-end Department Store,Designer Retail,47.29,-115.985,in-person,47.29,-115.985,4.5,D007,mobile,True,True,authenticated,1,True
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX006,2024-10-25 15:30:00,450.0,M006,Car Rental Service,Travel,47.3,-115.96,in-person,47.3,-115.96,9.0,D006,mobile,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX005,2024-10-26 11:00:00,1200.0,M005,Luxury Hotel,Travel,47.5,-115.9,in-person,47.5,-115.9,20.0,D005,mobile,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX004,2024-10-27 14:30:00,200.0,M004,Designer Jewelry Store,Jewelry,47.26,-115.99,in-person,47.26,-115.99,6.0,D004,desktop,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX003,2024-10-28 17:00:00,1500.5,M003,Spa Retreat,Spa and Beauty,47.28,-115.995,in-person,47.28,-115.995,2.3,D003,mobile,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX002,2024-10-29 20:45:00,780.2,M002,Fine Dining Restaurant,Fine Dining,47.27,-115.992,in-person,47.27,-115.992,0.8,D002,mobile,True,True,authenticated,1,False
37e49797-c585-4c75-8f11-1d9fdca8a2df,Luxury Shopper,47.269883682315054,-115.99177244902552,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX001,2024-10-30 12:15:00,350.75,M001,Luxury Boutique,Designer Retail,47.275,-115.993,in-person,47.275,-115.993,1.6,D001,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX001,2024-10-20 09:15:00,75.0,M001,Local Cafe,Coffee Shops,33.065,-96.7,in-person,33.065,-96.7,2.5,D001,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX002,2024-10-22 12:45:00,120.5,M002,National Chain Restaurant,Restaurant,33.067,-96.71,in-person,33.067,-96.71,3.0,D002,desktop,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX003,2024-10-25 18:30:00,30.0,M003,Local Market,Grocery,33.06,-96.692,in-person,33.06,-96.692,1.2,D003,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX004,2024-10-27 20:00:00,200.0,M004,Amusement Park,Entertainment,33.09,-96.8,in-person,33.09,-96.8,9.5,D004,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX005,2024-10-30 19:45:00,88.75,M005,Fast Food,Restaurant,33.05,-96.705,in-person,33.05,-96.705,4.0,D005,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX006,2024-10-31 11:20:00,150.25,M006,Arcade,Entertainment,33.065,-96.71,in-person,33.065,-96.71,3.0,D006,desktop,True,True,authenticated,1,True
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX007,2024-11-01 14:15:00,95.5,M007,Bakery Cafe,Coffee Shops,33.055,-96.693,in-person,33.055,-96.693,1.5,D007,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX008,2024-11-02 08:30:00,45.0,M008,National Chain Grocery,Grocery,33.064,-96.7,in-person,33.064,-96.7,2.2,D008,mobile,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX009,2024-11-03 13:00:00,250.0,M009,Wholesale Club,Grocery,34.0,-96.8,in-person,34.0,-96.8,45.0,D009,desktop,True,True,authenticated,1,False
384fa769-b162-48c5-bf28-8563bb5472da,Urban Professional,33.0578,-96.6952,"Restaurant,Transportation,Entertainment,Grocery,Coffee Shops",TX010,2024-11-04 21:30:00,180.0,M010,Local Restaurant,Restaurant,33.045,-96.69,in-person,33.045,-96.69,5.0,D010,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX001,2024-11-01 10:15:00,85.5,M001,Chain Coffee Shop,Coffee Shops,48.063,-122.715,in-person,48.063,-122.715,1.5,D001,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX002,2024-11-02 12:45:00,120.0,M002,Local Cafe,Coffee Shops,48.065,-122.71,in-person,48.065,-122.71,3.0,D002,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX003,2024-11-03 14:30:00,45.75,M003,Co-working Space,Co-working,48.07,-122.72,in-person,48.07,-122.72,2.0,D003,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX004,2024-11-03 19:00:00,200.0,M004,Fine Dining,Restaurant,48.0675,-122.73,in-person,48.0675,-122.73,4.0,D004,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX005,2024-11-04 21:15:00,95.1,M005,Software Service,Online Services,,,online,48.062,-122.7195,0.0,D005,laptop,True,True,authenticated,1,True
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX006,2024-11-05 09:00:00,60.2,M006,Travel Agency,Travel,,,online,48.062,-122.7195,0.0,D006,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX007,2024-11-06 11:00:00,150.0,M007,Hotel,Travel,48.15,-122.8,in-person,48.15,-122.8,12.0,D007,mobile,True,True,authenticated,1,True
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX008,2024-11-07 13:30:00,220.75,M008,Cloud Storage,Online Services,,,online,48.062,-122.7195,0.0,D008,laptop,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX009,2024-11-08 16:45:00,35.0,M009,National Chain,Restaurant,48.067,-122.725,in-person,48.067,-122.725,4.5,D009,mobile,True,True,authenticated,1,False
389db2ba-5cc2-45f2-b9c7-7282a44cf35e,Digital Nomad,48.062,-122.7195,"Travel,Coffee Shops,Co-working,Online Services,Restaurant",TX010,2024-11-09 20:30:00,280.0,M010,Travel Agency,Travel,49.0,-123.0,in-person,49.0,-123.0,75.0,D010,mobile,False,True,not_authenticated,2,True
3907a23d-5833-48a5-b7fb-8c11f27326af,Tech-Savvy Professional,33.8438,-101.8091,"Electronics,Online Services,Restaurant,Entertainment,Travel",TX007,2024-10-30 20:15:00,45.0,M007,Digital Content,Online Services,0.0,0.0,online,0.0,0.0,0.0,D007,desktop,True,True,authenticated,1,False
3907a23d-5833-48a5-b7fb-8c11f27326af,Tech-Savvy Professional,33.8438,-101.8091,"Electronics,Online Services,Restaurant,Entertainment,Travel",TX004,2024-11-01 15:30:00,200.0,M004,Airline,Travel,32.9,-97.04,online,32.9,-97.04,320.0,D004,desktop,True,True,authenticated,1,True
